submit_time,task,user,score,status
2017-04-15 23:29:58+0900,C - Ants on a Circle,redboltz,0,TLE
2017-04-15 23:29:57+0900,B - Hamiltonish Path,fushime2,0,WA
2017-04-15 23:29:56+0900,C - Ants on a Circle,TryMyEdge,0,WA
2017-04-15 23:29:56+0900,C - Ants on a Circle,tinumukiti631,0,RE
2017-04-15 23:29:53+0900,C - Ants on a Circle,Tabasz,700,AC
2017-04-15 23:29:53+0900,C - Ants on a Circle,apiad,0,RE
2017-04-15 23:29:49+0900,C - Ants on a Circle,funcsr,0,RE
2017-04-15 23:29:49+0900,C - Ants on a Circle,zhan8855,0,WA
2017-04-15 23:29:49+0900,D - Piling Up,furuya1223,0,WA
2017-04-15 23:29:47+0900,A - Sorted Arrays,mechanicalpenciI,0,WA
2017-04-15 23:29:46+0900,D - Piling Up,tsniper1237,0,WA
2017-04-15 23:29:45+0900,C - Ants on a Circle,masakt,0,WA
2017-04-15 23:29:44+0900,A - Sorted Arrays,AFiFY,0,WA
2017-04-15 23:29:44+0900,C - Ants on a Circle,kawabys,0,RE
2017-04-15 23:29:43+0900,C - Ants on a Circle,zazaboon,0,RE
2017-04-15 23:29:41+0900,C - Ants on a Circle,akarin55,0,WA
2017-04-15 23:29:41+0900,A - Sorted Arrays,lofu_imgkr,300,AC
2017-04-15 23:29:38+0900,C - Ants on a Circle,JKJeong,0,WA
2017-04-15 23:29:38+0900,B - Hamiltonish Path,ujzwt4it,0,RE
2017-04-15 23:29:36+0900,B - Hamiltonish Path,shi2chuan1,0,WA
2017-04-15 23:29:34+0900,B - Hamiltonish Path,EndlessSora,0,WA
2017-04-15 23:29:31+0900,C - Ants on a Circle,jasamdobro,0,TLE
2017-04-15 23:29:31+0900,C - Ants on a Circle,utdotk,0,CE
2017-04-15 23:29:30+0900,C - Ants on a Circle,takkii,0,WA
2017-04-15 23:29:28+0900,E - Placing Squares,NASU41,0,RE
2017-04-15 23:29:27+0900,A - Sorted Arrays,annzi,300,AC
2017-04-15 23:29:24+0900,C - Ants on a Circle,zazaboon,0,RE
2017-04-15 23:29:22+0900,A - Sorted Arrays,krzysiek27,0,RE
2017-04-15 23:29:21+0900,B - Hamiltonish Path,kosakkun,0,WA
2017-04-15 23:29:17+0900,B - Hamiltonish Path,hoxosh,0,TLE
2017-04-15 23:29:17+0900,C - Ants on a Circle,JKJeong,0,WA
2017-04-15 23:29:16+0900,B - Hamiltonish Path,Yoga,0,CE
2017-04-15 23:29:14+0900,C - Ants on a Circle,satanic0258,0,WA
2017-04-15 23:29:14+0900,B - Hamiltonish Path,toxzi,0,WA
2017-04-15 23:29:12+0900,C - Ants on a Circle,tuna_roll,0,WA
2017-04-15 23:29:11+0900,B - Hamiltonish Path,tsuneo,0,RE
2017-04-15 23:29:11+0900,B - Hamiltonish Path,estelle0500,0,RE
2017-04-15 23:28:58+0900,C - Ants on a Circle,Mikester,0,WA
2017-04-15 23:28:56+0900,D - Piling Up,krzysiek27,0,WA
2017-04-15 23:28:56+0900,C - Ants on a Circle,freeloop,0,RE
2017-04-15 23:28:52+0900,C - Ants on a Circle,zhan8855,0,WA
2017-04-15 23:28:51+0900,C - Ants on a Circle,TryMyEdge,0,WA
2017-04-15 23:28:48+0900,A - Sorted Arrays,jasamdobro,0,RE
2017-04-15 23:28:46+0900,C - Ants on a Circle,apiad,0,RE
2017-04-15 23:28:45+0900,C - Ants on a Circle,tloinuy,0,WA
2017-04-15 23:28:43+0900,B - Hamiltonish Path,toxzi,0,WA
2017-04-15 23:28:42+0900,B - Hamiltonish Path,sadtomato,0,RE
2017-04-15 23:28:39+0900,C - Ants on a Circle,npz35,0,WA
2017-04-15 23:28:37+0900,B - Hamiltonish Path,SmallSir,0,WA
2017-04-15 23:28:32+0900,A - Sorted Arrays,sniose,300,AC
2017-04-15 23:28:30+0900,C - Ants on a Circle,hoxosh,0,WA
2017-04-15 23:28:28+0900,C - Ants on a Circle,plasmaeffect,0,WA
2017-04-15 23:28:26+0900,C - Ants on a Circle,masakt,0,WA
2017-04-15 23:28:26+0900,D - Piling Up,hamayanhamayan,0,WA
2017-04-15 23:28:23+0900,C - Ants on a Circle,JKJeong,0,WA
2017-04-15 23:28:20+0900,D - Piling Up,ei13333,0,MLE
2017-04-15 23:28:15+0900,C - Ants on a Circle,nannany,0,RE
2017-04-15 23:28:13+0900,A - Sorted Arrays,flamee,0,WA
2017-04-15 23:28:10+0900,B - Hamiltonish Path,kwkm0429,0,WA
2017-04-15 23:28:09+0900,C - Ants on a Circle,tzhuan,0,WA
2017-04-15 23:28:07+0900,C - Ants on a Circle,abisheka,0,WA
2017-04-15 23:28:06+0900,C - Ants on a Circle,Hoi_koro,700,AC
2017-04-15 23:27:57+0900,B - Hamiltonish Path,claw88,0,TLE
2017-04-15 23:27:55+0900,C - Ants on a Circle,plasmaeffect,0,CE
2017-04-15 23:27:55+0900,C - Ants on a Circle,hiromi_ayase,0,RE
2017-04-15 23:27:52+0900,A - Sorted Arrays,Yang33,300,AC
2017-04-15 23:27:46+0900,B - Hamiltonish Path,simanto,0,WA
2017-04-15 23:27:45+0900,B - Hamiltonish Path,tanutarou,0,TLE
2017-04-15 23:27:39+0900,C - Ants on a Circle,kamelong,0,WA
2017-04-15 23:27:36+0900,C - Ants on a Circle,akarin55,0,WA
2017-04-15 23:27:36+0900,C - Ants on a Circle,Hec,700,AC
2017-04-15 23:27:35+0900,B - Hamiltonish Path,sadtomato,0,RE
2017-04-15 23:27:31+0900,B - Hamiltonish Path,kosakkun,0,WA
2017-04-15 23:27:30+0900,B - Hamiltonish Path,llll_,0,RE
2017-04-15 23:27:24+0900,A - Sorted Arrays,iaur64,0,RE
2017-04-15 23:27:16+0900,A - Sorted Arrays,sniose,300,AC
2017-04-15 23:27:09+0900,C - Ants on a Circle,tloinuy,0,WA
2017-04-15 23:27:08+0900,A - Sorted Arrays,petrouchka,0,WA
2017-04-15 23:27:07+0900,A - Sorted Arrays,ShinjiSHIBATA,0,WA
2017-04-15 23:27:06+0900,C - Ants on a Circle,hoxosh,0,WA
2017-04-15 23:27:04+0900,B - Hamiltonish Path,yoshi78,0,WA
2017-04-15 23:27:03+0900,E - Placing Squares,uwi,1600,AC
2017-04-15 23:27:02+0900,C - Ants on a Circle,zhan8855,0,WA
2017-04-15 23:27:01+0900,B - Hamiltonish Path,ujzwt4it,0,WA
2017-04-15 23:26:50+0900,B - Hamiltonish Path,sadtomato,0,RE
2017-04-15 23:26:50+0900,D - Piling Up,fanache99,900,AC
2017-04-15 23:26:35+0900,B - Hamiltonish Path,simanto,0,WA
2017-04-15 23:26:29+0900,A - Sorted Arrays,kensuke,0,WA
2017-04-15 23:26:27+0900,A - Sorted Arrays,pandachan,0,WA
2017-04-15 23:26:18+0900,C - Ants on a Circle,spica314,700,AC
2017-04-15 23:26:16+0900,D - Piling Up,mjy0724,0,WA
2017-04-15 23:26:16+0900,C - Ants on a Circle,ion,0,RE
2017-04-15 23:26:13+0900,B - Hamiltonish Path,SmallSir,0,WA
2017-04-15 23:26:09+0900,C - Ants on a Circle,takkii,0,WA
2017-04-15 23:26:06+0900,A - Sorted Arrays,annzi,0,WA
2017-04-15 23:26:06+0900,B - Hamiltonish Path,youki,0,RE
2017-04-15 23:26:05+0900,C - Ants on a Circle,Hoi_koro,0,WA
2017-04-15 23:25:59+0900,C - Ants on a Circle,guroota,0,WA
2017-04-15 23:25:52+0900,A - Sorted Arrays,AKozlovsky,0,WA
2017-04-15 23:25:50+0900,B - Hamiltonish Path,noteton,0,WA
2017-04-15 23:25:42+0900,C - Ants on a Circle,suginamiku,0,RE
2017-04-15 23:25:40+0900,C - Ants on a Circle,pekempey,0,WA
2017-04-15 23:25:34+0900,C - Ants on a Circle,Hoi_koro,0,CE
2017-04-15 23:25:32+0900,B - Hamiltonish Path,tsutaj,0,WA
2017-04-15 23:25:17+0900,C - Ants on a Circle,Motarack,0,WA
2017-04-15 23:25:16+0900,A - Sorted Arrays,sdub,0,WA
2017-04-15 23:25:14+0900,B - Hamiltonish Path,youki,0,RE
2017-04-15 23:25:12+0900,A - Sorted Arrays,sniose,0,WA
2017-04-15 23:25:08+0900,C - Ants on a Circle,m_buyoh,0,WA
2017-04-15 23:25:07+0900,C - Ants on a Circle,iscsi,0,WA
2017-04-15 23:25:06+0900,A - Sorted Arrays,flamee,0,WA
2017-04-15 23:24:56+0900,C - Ants on a Circle,jasamdobro,0,TLE
