submit_time,task,user,score,status
2016-10-29 23:09:59+0900,E - Rotate 3x3,JTJL,1500,AC
2016-10-29 23:09:58+0900,C - Rabbit Exercise,ptrs,0,WA
2016-10-29 23:09:58+0900,C - Rabbit Exercise,Gacho_0716,0,WA
2016-10-29 23:09:57+0900,B - Median Pyramid Easy,triplem5ds,400,AC
2016-10-29 23:09:57+0900,B - Median Pyramid Easy,FF256grhy,0,WA
2016-10-29 23:09:57+0900,B - Median Pyramid Easy,deraken,400,AC
2016-10-29 23:09:56+0900,C - Rabbit Exercise,hoxosh,0,RE
2016-10-29 23:09:56+0900,A - Prefix and Suffix,tencha,0,WA
2016-10-29 23:09:55+0900,E - Rotate 3x3,shik,0,WA
2016-10-29 23:09:55+0900,B - Median Pyramid Easy,sntea,0,WA
2016-10-29 23:09:55+0900,A - Prefix and Suffix,piguchi,0,WA
2016-10-29 23:09:53+0900,B - Median Pyramid Easy,ryuhei,0,CE
2016-10-29 23:09:52+0900,C - Rabbit Exercise,walkre,0,CE
2016-10-29 23:09:51+0900,E - Rotate 3x3,tos,1500,AC
2016-10-29 23:09:50+0900,C - Rabbit Exercise,yosupo,0,WA
2016-10-29 23:09:50+0900,C - Rabbit Exercise,koyumeishi,0,WA
2016-10-29 23:09:47+0900,E - Rotate 3x3,JKJeong,0,WA
2016-10-29 23:09:46+0900,C - Rabbit Exercise,CoDeRoK,0,WA
2016-10-29 23:09:43+0900,C - Rabbit Exercise,ixmel_rd,0,WA
2016-10-29 23:09:41+0900,F - Blackout,dreamoon,0,WA
2016-10-29 23:09:41+0900,C - Rabbit Exercise,satashun,0,WA
2016-10-29 23:09:37+0900,C - Rabbit Exercise,startcpp,0,TLE
2016-10-29 23:09:36+0900,E - Rotate 3x3,shik,0,WA
2016-10-29 23:09:36+0900,D - Median Pyramid Hard,nigus,0,CE
2016-10-29 23:09:34+0900,C - Rabbit Exercise,zfz,0,WA
2016-10-29 23:09:30+0900,F - Blackout,jcvb,0,CE
2016-10-29 23:09:30+0900,E - Rotate 3x3,naipia,0,WA
2016-10-29 23:09:29+0900,D - Median Pyramid Hard,LiChenKoh,0,WA
2016-10-29 23:09:27+0900,B - Median Pyramid Easy,nectar,0,WA
2016-10-29 23:09:19+0900,C - Rabbit Exercise,Ktya_59,0,WA
2016-10-29 23:09:18+0900,C - Rabbit Exercise,sigma425,0,WA
2016-10-29 23:09:15+0900,B - Median Pyramid Easy,oshiumi,0,WA
2016-10-29 23:09:14+0900,A - Prefix and Suffix,WaelAlJamal,0,WA
2016-10-29 23:09:14+0900,F - Blackout,anta,0,WA
2016-10-29 23:09:14+0900,E - Rotate 3x3,koosaga,0,WA
2016-10-29 23:09:11+0900,C - Rabbit Exercise,Fcdkbear,0,WA
2016-10-29 23:09:11+0900,C - Rabbit Exercise,sigma425,0,WA
2016-10-29 23:09:07+0900,C - Rabbit Exercise,yosupo,0,RE
2016-10-29 23:09:02+0900,C - Rabbit Exercise,Fcdkbear,0,WA
2016-10-29 23:09:02+0900,B - Median Pyramid Easy,johnchen902,0,WA
2016-10-29 23:08:59+0900,D - Median Pyramid Hard,hikkyprogramming,0,WA
2016-10-29 23:08:58+0900,C - Rabbit Exercise,M_Saito,0,WA
2016-10-29 23:08:55+0900,C - Rabbit Exercise,sigma425,0,CE
2016-10-29 23:08:53+0900,D - Median Pyramid Hard,nwin,0,RE
2016-10-29 23:08:53+0900,B - Median Pyramid Easy,FF256grhy,0,WA
2016-10-29 23:08:52+0900,C - Rabbit Exercise,Fcdkbear,0,WA
2016-10-29 23:08:49+0900,B - Median Pyramid Easy,tnag,0,WA
2016-10-29 23:08:44+0900,B - Median Pyramid Easy,fmhr,0,WA
2016-10-29 23:08:43+0900,D - Median Pyramid Hard,oyas,0,WA
2016-10-29 23:08:42+0900,B - Median Pyramid Easy,Zako_G,0,WA
2016-10-29 23:08:41+0900,B - Median Pyramid Easy,obsproth,400,AC
2016-10-29 23:08:39+0900,B - Median Pyramid Easy,triplem5ds,0,WA
2016-10-29 23:08:38+0900,C - Rabbit Exercise,Fcdkbear,0,WA
2016-10-29 23:08:37+0900,F - Blackout,sd0061,0,WA
2016-10-29 23:08:33+0900,D - Median Pyramid Hard,arukuka,0,WA
2016-10-29 23:08:31+0900,D - Median Pyramid Hard,satanic0258,0,RE
2016-10-29 23:08:29+0900,C - Rabbit Exercise,kubusgol,0,WA
2016-10-29 23:08:28+0900,C - Rabbit Exercise,satashun,0,WA
2016-10-29 23:08:27+0900,C - Rabbit Exercise,ixmel_rd,0,TLE
2016-10-29 23:08:26+0900,D - Median Pyramid Hard,physics0523,0,WA
2016-10-29 23:08:25+0900,C - Rabbit Exercise,ikatanic,0,TLE
2016-10-29 23:08:25+0900,B - Median Pyramid Easy,seiyab,0,WA
2016-10-29 23:08:24+0900,C - Rabbit Exercise,Fcdkbear,0,WA
2016-10-29 23:08:23+0900,F - Blackout,iTakeshi,0,WA
2016-10-29 23:08:22+0900,B - Median Pyramid Easy,motxx,0,WA
