submit_time,task,user,score,status
2019-07-21 23:40:00+0900,A - Triangle,zelosace,0,WA
2019-07-21 23:39:59+0900,B - Do Not Duplicate,knom,0,WA
2019-07-21 23:39:59+0900,E - ABC String,DRA,0,WA
2019-07-21 23:39:59+0900,C - GP 2,xuzijian629,0,WA
2019-07-21 23:39:59+0900,B - Do Not Duplicate,keigow,0,WA
2019-07-21 23:39:59+0900,B - Do Not Duplicate,Okay,0,RE
2019-07-21 23:39:59+0900,A - Triangle,Bono_iPad,0,WA
2019-07-21 23:39:58+0900,B - Do Not Duplicate,Vosatorp,0,RE
2019-07-21 23:39:58+0900,B - Do Not Duplicate,daut,0,CE
2019-07-21 23:39:57+0900,B - Do Not Duplicate,kbone,0,RE
2019-07-21 23:39:57+0900,B - Do Not Duplicate,syym88,0,WA
2019-07-21 23:39:57+0900,A - Triangle,aki1502,0,RE
2019-07-21 23:39:56+0900,C - GP 2,startcpp,0,WA
2019-07-21 23:39:56+0900,B - Do Not Duplicate,pengin,0,TLE
2019-07-21 23:39:55+0900,B - Do Not Duplicate,nemupm,0,WA
2019-07-21 23:39:55+0900,C - GP 2,arc,0,RE
2019-07-21 23:39:55+0900,B - Do Not Duplicate,shioshiota,0,WA
2019-07-21 23:39:55+0900,B - Do Not Duplicate,koheijp,0,RE
2019-07-21 23:39:54+0900,B - Do Not Duplicate,macho_uno,0,WA
2019-07-21 23:39:54+0900,C - GP 2,cn449,0,WA
2019-07-21 23:39:54+0900,C - GP 2,Nyaan,0,CE
2019-07-21 23:39:54+0900,B - Do Not Duplicate,tetuomi,0,WA
2019-07-21 23:39:53+0900,B - Do Not Duplicate,Katu2ou,0,RE
2019-07-21 23:39:53+0900,C - GP 2,emthrm,0,RE
2019-07-21 23:39:53+0900,A - Triangle,chomeyama,0,WA
2019-07-21 23:39:53+0900,B - Do Not Duplicate,yuiop,0,WA
2019-07-21 23:39:52+0900,A - Triangle,khrbuddy03,0,WA
2019-07-21 23:39:51+0900,A - Triangle,dbftdiyoeywga,0,CE
2019-07-21 23:39:51+0900,B - Do Not Duplicate,dhgrs,0,RE
2019-07-21 23:39:50+0900,B - Do Not Duplicate,mdstoy,0,WA
2019-07-21 23:39:50+0900,B - Do Not Duplicate,Awaful,0,RE
2019-07-21 23:39:50+0900,A - Triangle,kamesen,0,WA
2019-07-21 23:39:50+0900,B - Do Not Duplicate,nerovous,0,WA
2019-07-21 23:39:49+0900,B - Do Not Duplicate,snuke,700,AC
2019-07-21 23:39:49+0900,B - Do Not Duplicate,ryoto,0,RE
2019-07-21 23:39:48+0900,F - Square Constraints,geniucos,0,WA
2019-07-21 23:39:48+0900,A - Triangle,s496t,0,WA
2019-07-21 23:39:48+0900,B - Do Not Duplicate,qxa,0,WA
2019-07-21 23:39:47+0900,A - Triangle,phocom,400,AC
2019-07-21 23:39:47+0900,C - GP 2,Motsu_xe,0,WA
2019-07-21 23:39:46+0900,A - Triangle,kawap23,0,RE
2019-07-21 23:39:46+0900,C - GP 2,takakin,0,WA
2019-07-21 23:39:46+0900,B - Do Not Duplicate,GidroOttenok3797,0,WA
2019-07-21 23:39:45+0900,B - Do Not Duplicate,monkukui,0,RE
2019-07-21 23:39:45+0900,C - GP 2,Andres_Unt,900,AC
2019-07-21 23:39:44+0900,B - Do Not Duplicate,warachia,0,WA
2019-07-21 23:39:44+0900,C - GP 2,enjapma,0,RE
2019-07-21 23:39:44+0900,E - ABC String,yosukewada,0,RE
2019-07-21 23:39:44+0900,B - Do Not Duplicate,ligen131,0,WA
2019-07-21 23:39:44+0900,B - Do Not Duplicate,berry,0,RE
2019-07-21 23:39:43+0900,B - Do Not Duplicate,iva7,0,WA
2019-07-21 23:39:42+0900,C - GP 2,aajisaka,0,WA
2019-07-21 23:39:42+0900,F - Square Constraints,yutaka1999,0,WA
2019-07-21 23:39:41+0900,B - Do Not Duplicate,bansakuaoi,0,RE
2019-07-21 23:39:41+0900,B - Do Not Duplicate,ojiso,0,WA
2019-07-21 23:39:40+0900,B - Do Not Duplicate,ZollingerPython3,0,TLE
2019-07-21 23:39:40+0900,B - Do Not Duplicate,coco18000,0,WA
2019-07-21 23:39:40+0900,B - Do Not Duplicate,Ksaw,0,WA
2019-07-21 23:39:38+0900,C - GP 2,macaroni,0,WA
