submit_time,task,user,score,status
2016-08-21 22:50:00+0900,B - Simplified mahjong,Yoshioka,0,WA
2016-08-21 22:49:58+0900,D - Anticube,kazunetakahashi,0,WA
2016-08-21 22:49:57+0900,C - BBuBBBlesort!,tekitouk,0,TLE
2016-08-21 22:49:57+0900,B - Simplified mahjong,ytoku3,400,AC
2016-08-21 22:49:56+0900,B - Simplified mahjong,daguniko,0,CE
2016-08-21 22:49:56+0900,D - Anticube,rapurasu,0,WA
2016-08-21 22:49:55+0900,D - Anticube,okura,0,WA
2016-08-21 22:49:55+0900,C - BBuBBBlesort!,inaba3,0,WA
2016-08-21 22:49:54+0900,D - Anticube,rantd,0,WA
2016-08-21 22:49:54+0900,E - Sequential operations on Sequence,startcpp,0,WA
2016-08-21 22:49:54+0900,B - Simplified mahjong,feihuidiqiu,0,WA
2016-08-21 22:49:53+0900,D - Anticube,TerryMcGinnis,0,WA
2016-08-21 22:49:52+0900,B - Simplified mahjong,pantacia1128,0,WA
2016-08-21 22:49:49+0900,D - Anticube,yosupo,0,WA
2016-08-21 22:49:48+0900,E - Sequential operations on Sequence,sigma425,0,WA
2016-08-21 22:49:47+0900,D - Anticube,riantkb,0,WA
2016-08-21 22:49:46+0900,B - Simplified mahjong,wenzhong003,0,WA
2016-08-21 22:49:45+0900,A - Wanna go back home,xmxq,0,RE
2016-08-21 22:49:45+0900,A - Wanna go back home,winjii,0,WA
2016-08-21 22:49:42+0900,C - BBuBBBlesort!,zwxi,0,WA
2016-08-21 22:49:40+0900,D - Anticube,lab104_yifan,0,TLE
2016-08-21 22:49:39+0900,D - Anticube,zxqfl,0,WA
2016-08-21 22:49:39+0900,D - Anticube,haji,0,WA
2016-08-21 22:49:39+0900,D - Anticube,Phoenix1369,0,CE
2016-08-21 22:49:38+0900,D - Anticube,a3636tako,0,WA
2016-08-21 22:49:38+0900,D - Anticube,Vax,0,WA
2016-08-21 22:49:37+0900,E - Sequential operations on Sequence,majk,0,WA
2016-08-21 22:49:37+0900,D - Anticube,yosupo,0,WA
2016-08-21 22:49:35+0900,D - Anticube,ctyl,0,TLE
2016-08-21 22:49:35+0900,D - Anticube,alecsyde,0,WA
2016-08-21 22:49:34+0900,E - Sequential operations on Sequence,tashikani,0,WA
2016-08-21 22:49:34+0900,E - Sequential operations on Sequence,TeaPot,0,TLE
2016-08-21 22:49:33+0900,D - Anticube,boba5551,0,RE
2016-08-21 22:49:33+0900,B - Simplified mahjong,avolchek,0,WA
