submit_time,task,user,score,status
2019-03-23 23:50:00+0900,C - Three Circuits,xuzijian629,0,WA
2019-03-23 23:50:00+0900,D - Rotation Sort,wag_k,0,RE
2019-03-23 23:50:00+0900,A - Limited Insertion,YukiMiyazaki,0,RE
2019-03-23 23:50:00+0900,B - Balanced Neighbors,ast210,0,WA
2019-03-23 23:50:00+0900,A - Limited Insertion,jeel_vaishnav,400,AC
2019-03-23 23:50:00+0900,C - Three Circuits,walkre,0,WA
2019-03-23 23:50:00+0900,C - Three Circuits,char_c3,0,CE
2019-03-23 23:49:59+0900,C - Three Circuits,luma,0,WA
2019-03-23 23:49:59+0900,C - Three Circuits,ttm8761,0,WA
2019-03-23 23:49:59+0900,C - Three Circuits,seica,0,WA
2019-03-23 23:49:59+0900,C - Three Circuits,abc050,0,WA
2019-03-23 23:49:59+0900,C - Three Circuits,TAB,0,WA
2019-03-23 23:49:59+0900,B - Balanced Neighbors,nomi,0,WA
2019-03-23 23:49:58+0900,C - Three Circuits,ikasashi,0,WA
2019-03-23 23:49:58+0900,C - Three Circuits,cx233666,0,WA
2019-03-23 23:49:58+0900,C - Three Circuits,noimi,0,WA
2019-03-23 23:49:58+0900,E - Modulo Pairing,drafear,0,CE
2019-03-23 23:49:58+0900,C - Three Circuits,cirno3153,0,WA
2019-03-23 23:49:57+0900,C - Three Circuits,sumoooru,0,WA
2019-03-23 23:49:57+0900,C - Three Circuits,YangDavid,0,WA
2019-03-23 23:49:57+0900,C - Three Circuits,kalili,0,WA
2019-03-23 23:49:57+0900,B - Balanced Neighbors,Ebishu0309,0,WA
2019-03-23 23:49:57+0900,A - Limited Insertion,AZ785,0,WA
2019-03-23 23:49:57+0900,C - Three Circuits,Pro_ktmr,0,WA
2019-03-23 23:49:57+0900,D - Rotation Sort,Tiramister,0,WA
2019-03-23 23:49:57+0900,E - Modulo Pairing,yutaka1999,0,WA
2019-03-23 23:49:57+0900,C - Three Circuits,shubham__36,0,WA
2019-03-23 23:49:56+0900,D - Rotation Sort,shibh308,0,WA
2019-03-23 23:49:56+0900,A - Limited Insertion,hibiki1985,0,WA
2019-03-23 23:49:56+0900,A - Limited Insertion,Bwambocos,0,WA
2019-03-23 23:49:56+0900,E - Modulo Pairing,DEGwer,0,RE
2019-03-23 23:49:56+0900,A - Limited Insertion,MKSA,0,WA
2019-03-23 23:49:56+0900,A - Limited Insertion,Mayimg,0,WA
2019-03-23 23:49:55+0900,A - Limited Insertion,nan,0,WA
2019-03-23 23:49:55+0900,A - Limited Insertion,agridrama,0,CE
2019-03-23 23:49:55+0900,A - Limited Insertion,eicge6tgns,0,WA
2019-03-23 23:49:55+0900,C - Three Circuits,hamko,0,WA
2019-03-23 23:49:55+0900,A - Limited Insertion,SorahISA,0,RE
2019-03-23 23:49:55+0900,E - Modulo Pairing,ilyakor,0,WA
2019-03-23 23:49:54+0900,C - Three Circuits,cuthbert,0,WA
2019-03-23 23:49:54+0900,D - Rotation Sort,gs18115,0,WA
2019-03-23 23:49:53+0900,A - Limited Insertion,shiita0903,0,WA
2019-03-23 23:49:53+0900,C - Three Circuits,sanesuke,0,WA
2019-03-23 23:49:53+0900,E - Modulo Pairing,ksun48,0,RE
2019-03-23 23:49:53+0900,D - Rotation Sort,BigYellowDuck,0,WA
2019-03-23 23:49:53+0900,F - One Third,cospleermusora,0,WA
2019-03-23 23:49:53+0900,C - Three Circuits,kuuso,0,WA
2019-03-23 23:49:52+0900,C - Three Circuits,genomas,0,WA
2019-03-23 23:49:51+0900,E - Modulo Pairing,gekko,0,WA
2019-03-23 23:49:51+0900,C - Three Circuits,emthrm,0,WA
2019-03-23 23:49:51+0900,E - Modulo Pairing,Golovanov399,0,WA
2019-03-23 23:49:51+0900,D - Rotation Sort,nuip,0,WA
2019-03-23 23:49:50+0900,B - Balanced Neighbors,oevl,0,WA
2019-03-23 23:49:50+0900,C - Three Circuits,sca1l,0,RE
2019-03-23 23:49:50+0900,C - Three Circuits,arthurCF,0,CE
2019-03-23 23:49:49+0900,D - Rotation Sort,Danylo1999,0,WA
2019-03-23 23:49:49+0900,C - Three Circuits,KazukiMH,0,WA
2019-03-23 23:49:49+0900,C - Three Circuits,HNN_8127,0,WA
2019-03-23 23:49:48+0900,C - Three Circuits,miraxial,0,RE
2019-03-23 23:49:48+0900,E - Modulo Pairing,leaf1415,0,WA
2019-03-23 23:49:47+0900,A - Limited Insertion,Kenkoro,0,WA
2019-03-23 23:49:47+0900,A - Limited Insertion,berry,0,WA
2019-03-23 23:49:47+0900,E - Modulo Pairing,yutaka1999,0,WA
2019-03-23 23:49:46+0900,C - Three Circuits,kkktym,0,WA
2019-03-23 23:49:46+0900,C - Three Circuits,xuzijian629,0,WA
2019-03-23 23:49:46+0900,A - Limited Insertion,harumanachika,0,RE
2019-03-23 23:49:46+0900,C - Three Circuits,sash0,0,WA
2019-03-23 23:49:46+0900,C - Three Circuits,TISparta,0,WA
2019-03-23 23:49:45+0900,A - Limited Insertion,dilatancy,0,WA
2019-03-23 23:49:44+0900,C - Three Circuits,Pro_ktmr,0,WA
2019-03-23 23:49:44+0900,C - Three Circuits,TanakaTaroh,0,WA
2019-03-23 23:49:43+0900,C - Three Circuits,Alt3,0,CE
2019-03-23 23:49:43+0900,A - Limited Insertion,kdaira,0,WA
2019-03-23 23:49:43+0900,C - Three Circuits,torisasami,0,TLE
2019-03-23 23:49:43+0900,B - Balanced Neighbors,Okay,0,WA
2019-03-23 23:49:43+0900,B - Balanced Neighbors,sorainu,0,TLE
2019-03-23 23:49:43+0900,A - Limited Insertion,anonamename,0,WA
2019-03-23 23:49:43+0900,D - Rotation Sort,beet,0,MLE
2019-03-23 23:49:42+0900,C - Three Circuits,hy1004,0,CE
2019-03-23 23:49:41+0900,C - Three Circuits,ZollingerPython3,0,WA
2019-03-23 23:49:41+0900,A - Limited Insertion,taki_g,0,WA
2019-03-23 23:49:40+0900,C - Three Circuits,famafka,0,WA
2019-03-23 23:49:40+0900,A - Limited Insertion,jannkennshitai,0,WA
2019-03-23 23:49:40+0900,A - Limited Insertion,Fulltea,0,RE
2019-03-23 23:49:40+0900,A - Limited Insertion,daut,0,WA
2019-03-23 23:49:39+0900,A - Limited Insertion,Ebishu0309,0,WA
2019-03-23 23:49:38+0900,E - Modulo Pairing,nigus,0,WA
2019-03-23 23:49:37+0900,D - Rotation Sort,LTL_td,0,WA
2019-03-23 23:49:37+0900,A - Limited Insertion,hanaharaharu,0,WA
2019-03-23 23:49:37+0900,C - Three Circuits,Hatsuka,0,RE
2019-03-23 23:49:37+0900,A - Limited Insertion,hagyu_aya,0,WA
2019-03-23 23:49:36+0900,A - Limited Insertion,kantakantakanta,0,RE
2019-03-23 23:49:36+0900,D - Rotation Sort,shik,0,WA
2019-03-23 23:49:36+0900,C - Three Circuits,tspcx,0,WA
2019-03-23 23:49:36+0900,C - Three Circuits,zzxzxzzxz,0,WA
2019-03-23 23:49:36+0900,A - Limited Insertion,juppy,0,RE
2019-03-23 23:49:35+0900,C - Three Circuits,yudedako,0,RE
2019-03-23 23:49:35+0900,C - Three Circuits,kozima,0,WA
2019-03-23 23:49:34+0900,A - Limited Insertion,Kuri174,0,WA
2019-03-23 23:49:34+0900,C - Three Circuits,C05,0,WA
2019-03-23 23:49:32+0900,C - Three Circuits,hamuhei4869,0,WA
2019-03-23 23:49:32+0900,D - Rotation Sort,kwfumou1242,0,WA
2019-03-23 23:49:32+0900,D - Rotation Sort,BigYellowDuck,0,WA
2019-03-23 23:49:32+0900,B - Balanced Neighbors,wa007,0,CE
2019-03-23 23:49:31+0900,A - Limited Insertion,Neos,0,WA
2019-03-23 23:49:31+0900,C - Three Circuits,pontaryagin,0,WA
2019-03-23 23:49:31+0900,D - Rotation Sort,si_nian,0,WA
2019-03-23 23:49:31+0900,A - Limited Insertion,side,400,AC
2019-03-23 23:49:31+0900,A - Limited Insertion,mochidan,0,WA
2019-03-23 23:49:30+0900,C - Three Circuits,seica,0,WA
2019-03-23 23:49:30+0900,A - Limited Insertion,hals,0,WA
2019-03-23 23:49:29+0900,D - Rotation Sort,nuip,0,WA
2019-03-23 23:49:29+0900,C - Three Circuits,moa5084,0,WA
2019-03-23 23:49:29+0900,A - Limited Insertion,koffee,0,RE
2019-03-23 23:49:28+0900,C - Three Circuits,iosink,0,WA
2019-03-23 23:49:28+0900,C - Three Circuits,cirno3153,0,WA
2019-03-23 23:49:28+0900,D - Rotation Sort,Tallfall,0,WA
2019-03-23 23:49:27+0900,A - Limited Insertion,wa007,0,CE
2019-03-23 23:49:27+0900,B - Balanced Neighbors,rubugeru,700,AC
2019-03-23 23:49:26+0900,D - Rotation Sort,AnzheWang,0,WA
2019-03-23 23:49:25+0900,C - Three Circuits,socha,0,WA
2019-03-23 23:49:25+0900,B - Balanced Neighbors,wikrsh,700,AC
2019-03-23 23:49:24+0900,C - Three Circuits,takeharak999,0,WA
2019-03-23 23:49:24+0900,D - Rotation Sort,kotatsugame,0,WA
2019-03-23 23:49:24+0900,C - Three Circuits,hitstales,0,WA
2019-03-23 23:49:24+0900,E - Modulo Pairing,jikei,0,RE
2019-03-23 23:49:24+0900,A - Limited Insertion,Powerword,0,WA
2019-03-23 23:49:23+0900,C - Three Circuits,youx,0,WA
2019-03-23 23:49:23+0900,B - Balanced Neighbors,Ebishu0309,0,CE
2019-03-23 23:49:22+0900,B - Balanced Neighbors,chocopuu,0,WA
2019-03-23 23:49:22+0900,C - Three Circuits,hamko,0,RE
2019-03-23 23:49:21+0900,B - Balanced Neighbors,ikd,0,RE
2019-03-23 23:49:20+0900,C - Three Circuits,shdut,0,WA
2019-03-23 23:49:20+0900,C - Three Circuits,abc050,0,WA
2019-03-23 23:49:20+0900,A - Limited Insertion,pei166,400,AC
2019-03-23 23:49:20+0900,D - Rotation Sort,meooow,0,RE
2019-03-23 23:49:20+0900,B - Balanced Neighbors,morio__,0,RE
2019-03-23 23:49:16+0900,C - Three Circuits,riantkb,0,RE
2019-03-23 23:49:16+0900,D - Rotation Sort,yamunaku,0,WA
2019-03-23 23:49:15+0900,A - Limited Insertion,Kgnkm,0,WA
