submit_time,task,user,score,status
2017-06-18 22:50:00+0900,D - XOR Replace,Kmcode,0,WA
2017-06-18 22:50:00+0900,D - XOR Replace,htn,0,RE
2017-06-18 22:49:59+0900,D - XOR Replace,akouryy,0,WA
2017-06-18 22:49:59+0900,C - +/- Rectangle,omu,0,WA
2017-06-18 22:49:59+0900,B - Colorful Hats,halin,0,WA
2017-06-18 22:49:59+0900,D - XOR Replace,sigma425,0,WA
2017-06-18 22:49:59+0900,C - +/- Rectangle,obsproth,0,WA
2017-06-18 22:49:59+0900,F - Games on DAG,Rafbill,0,WA
2017-06-18 22:49:59+0900,C - +/- Rectangle,etonagisa,0,RE
2017-06-18 22:49:59+0900,D - XOR Replace,mechanicalpenciI,0,WA
2017-06-18 22:49:57+0900,E - Poor Turkeys,nuip,0,WA
2017-06-18 22:49:57+0900,A - Shrinking,tettchan,0,RE
2017-06-18 22:49:57+0900,B - Colorful Hats,Nurlykhan,0,WA
2017-06-18 22:49:56+0900,D - XOR Replace,dohatsutsu,0,WA
2017-06-18 22:49:56+0900,C - +/- Rectangle,tsniper1237,0,WA
2017-06-18 22:49:56+0900,D - XOR Replace,mtsd,0,WA
2017-06-18 22:49:56+0900,C - +/- Rectangle,misty1999,700,AC
2017-06-18 22:49:54+0900,C - +/- Rectangle,pauljgblt,0,WA
2017-06-18 22:49:54+0900,F - Games on DAG,snuke,0,RE
2017-06-18 22:49:53+0900,D - XOR Replace,yamaimo,0,WA
2017-06-18 22:49:51+0900,A - Shrinking,RMQ,0,WA
2017-06-18 22:49:51+0900,C - +/- Rectangle,ynymxiaolongbao,0,WA
2017-06-18 22:49:51+0900,B - Colorful Hats,ak47,0,WA
2017-06-18 22:49:50+0900,B - Colorful Hats,rinzu,0,RE
2017-06-18 22:49:50+0900,D - XOR Replace,square1001,0,RE
2017-06-18 22:49:50+0900,C - +/- Rectangle,obsproth,0,WA
2017-06-18 22:49:49+0900,D - XOR Replace,matthew99,0,WA
2017-06-18 22:49:48+0900,B - Colorful Hats,npz35,0,WA
2017-06-18 22:49:46+0900,B - Colorful Hats,nmnmnmnmnmnmnm,0,CE
2017-06-18 22:49:46+0900,D - XOR Replace,koyumeishi,0,WA
