submit_time,task,user,score,status
2019-08-17 23:30:00+0900,A - Dividing a String,ohmor,0,WA
2019-08-17 23:30:00+0900,C - Numbers on a Circle,raoZ,0,WA
2019-08-17 23:30:00+0900,D - Sorting a Grid,almogwald,0,RE
2019-08-17 23:29:59+0900,B - RGB Balls,shogier,0,RE
2019-08-17 23:29:59+0900,D - Sorting a Grid,heno239,0,WA
2019-08-17 23:29:59+0900,C - Numbers on a Circle,iva7,0,WA
2019-08-17 23:29:58+0900,B - RGB Balls,shakayami,0,WA
2019-08-17 23:29:58+0900,D - Sorting a Grid,FF256grhy,0,TLE
2019-08-17 23:29:58+0900,C - Numbers on a Circle,kibi62,0,WA
2019-08-17 23:29:57+0900,D - Sorting a Grid,claw88,0,WA
2019-08-17 23:29:57+0900,C - Numbers on a Circle,rat,0,WA
2019-08-17 23:29:56+0900,C - Numbers on a Circle,merom686,0,WA
2019-08-17 23:29:56+0900,C - Numbers on a Circle,delfin,0,WA
2019-08-17 23:29:56+0900,D - Sorting a Grid,emthrm,0,RE
2019-08-17 23:29:55+0900,D - Sorting a Grid,chocorusk,0,WA
2019-08-17 23:29:55+0900,C - Numbers on a Circle,sachaos,0,RE
2019-08-17 23:29:55+0900,F - Counting of Subarrays,Komaki,0,RE
2019-08-17 23:29:55+0900,C - Numbers on a Circle,SendThemToHell,0,WA
2019-08-17 23:29:55+0900,A - Dividing a String,Axeian,0,WA
2019-08-17 23:29:54+0900,A - Dividing a String,mnbvmar,0,CE
2019-08-17 23:29:54+0900,E - Reversing and Concatenating,ogino,0,RE
2019-08-17 23:29:53+0900,C - Numbers on a Circle,uminorosujin,0,WA
2019-08-17 23:29:53+0900,D - Sorting a Grid,tubuann,0,RE
2019-08-17 23:29:53+0900,C - Numbers on a Circle,aleutra,800,AC
2019-08-17 23:29:53+0900,C - Numbers on a Circle,heian,0,WA
2019-08-17 23:29:53+0900,D - Sorting a Grid,physics0523,0,TLE
2019-08-17 23:29:53+0900,C - Numbers on a Circle,uonome,0,WA
2019-08-17 23:29:53+0900,C - Numbers on a Circle,bio4eta,0,WA
2019-08-17 23:29:51+0900,C - Numbers on a Circle,kuretchi,0,WA
2019-08-17 23:29:51+0900,C - Numbers on a Circle,qLethon,0,WA
2019-08-17 23:29:50+0900,D - Sorting a Grid,HNN_8127,0,TLE
2019-08-17 23:29:50+0900,C - Numbers on a Circle,argent210,0,WA
2019-08-17 23:29:49+0900,B - RGB Balls,pllk,0,WA
2019-08-17 23:29:48+0900,A - Dividing a String,kacho65535,0,WA
2019-08-17 23:29:47+0900,A - Dividing a String,uranos90,0,WA
2019-08-17 23:29:47+0900,C - Numbers on a Circle,critter,0,WA
2019-08-17 23:29:47+0900,B - RGB Balls,izban,0,WA
2019-08-17 23:29:46+0900,D - Sorting a Grid,hitonanode,0,TLE
2019-08-17 23:29:46+0900,D - Sorting a Grid,seica,1100,AC
2019-08-17 23:29:46+0900,D - Sorting a Grid,OKCH3COOH,0,WA
2019-08-17 23:29:46+0900,D - Sorting a Grid,Ktya_59,0,CE
2019-08-17 23:29:45+0900,C - Numbers on a Circle,phanta_stick,0,TLE
2019-08-17 23:29:43+0900,D - Sorting a Grid,antontrygubO_o,0,CE
2019-08-17 23:29:43+0900,C - Numbers on a Circle,VOVU,0,WA
2019-08-17 23:29:42+0900,A - Dividing a String,real,0,WA
2019-08-17 23:29:42+0900,C - Numbers on a Circle,iva7,0,WA
2019-08-17 23:29:41+0900,B - RGB Balls,glia269,800,AC
2019-08-17 23:29:41+0900,B - RGB Balls,habara_k,0,CE
2019-08-17 23:29:41+0900,D - Sorting a Grid,Jeffrey,0,WA
2019-08-17 23:29:40+0900,E - Reversing and Concatenating,BigBag,0,WA
2019-08-17 23:29:40+0900,C - Numbers on a Circle,bluexleoxgreen,0,WA
2019-08-17 23:29:40+0900,A - Dividing a String,aya_se,0,WA
2019-08-17 23:29:40+0900,C - Numbers on a Circle,Segu,0,TLE
2019-08-17 23:29:40+0900,D - Sorting a Grid,Eric_hoo,0,WA
2019-08-17 23:29:39+0900,C - Numbers on a Circle,Lagoon,0,WA
2019-08-17 23:29:38+0900,B - RGB Balls,ojiso,0,WA
2019-08-17 23:29:38+0900,B - RGB Balls,useless,0,WA
2019-08-17 23:29:37+0900,E - Reversing and Concatenating,kurowassann,0,WA
2019-08-17 23:29:37+0900,C - Numbers on a Circle,hexa0611,0,WA
