submit_time,task,user,score,status
2017-05-27 22:50:00+0900,B - Evilator,fujifuji7,0,TLE
2017-05-27 22:49:58+0900,C - Nuske vs Phantom Thnook,Hec,0,WA
2017-05-27 22:49:58+0900,C - Nuske vs Phantom Thnook,mechanicalpenciI,0,WA
2017-05-27 22:49:58+0900,D - A or...or B Problem,freeloop,0,WA
2017-05-27 22:49:58+0900,D - A or...or B Problem,startcpp,0,WA
2017-05-27 22:49:57+0900,C - Nuske vs Phantom Thnook,yaketake08,0,WA
2017-05-27 22:49:57+0900,A - A+...+B Problem,takumiose68,0,WA
2017-05-27 22:49:53+0900,A - A+...+B Problem,sougo002,0,WA
2017-05-27 22:49:53+0900,D - A or...or B Problem,wkb89_,0,WA
2017-05-27 22:49:53+0900,C - Nuske vs Phantom Thnook,tkmst201,0,WA
2017-05-27 22:49:52+0900,A - A+...+B Problem,JKJeong,0,CE
2017-05-27 22:49:51+0900,D - A or...or B Problem,Yazaten,0,WA
2017-05-27 22:49:50+0900,A - A+...+B Problem,TOBO,0,WA
2017-05-27 22:49:49+0900,C - Nuske vs Phantom Thnook,Luzhiled,0,WA
2017-05-27 22:49:48+0900,A - A+...+B Problem,kita3bb,0,WA
2017-05-27 22:49:48+0900,D - A or...or B Problem,spipipike,0,WA
2017-05-27 22:49:47+0900,C - Nuske vs Phantom Thnook,VTR,0,WA
2017-05-27 22:49:46+0900,C - Nuske vs Phantom Thnook,nadare881,0,RE
2017-05-27 22:49:41+0900,D - A or...or B Problem,tosaka2,0,WA
2017-05-27 22:49:41+0900,D - A or...or B Problem,Wuvin,0,WA
2017-05-27 22:49:40+0900,D - A or...or B Problem,gamelove765,0,WA
2017-05-27 22:49:39+0900,A - A+...+B Problem,redboltz,0,WA
2017-05-27 22:49:39+0900,D - A or...or B Problem,platypus,0,WA
2017-05-27 22:49:37+0900,D - A or...or B Problem,norma,0,WA
2017-05-27 22:49:37+0900,D - A or...or B Problem,satanic0258,900,AC
2017-05-27 22:49:37+0900,E - Mr.Aoki Incubator,JKJeong,0,CE
2017-05-27 22:49:36+0900,D - A or...or B Problem,phidnight,0,WA
2017-05-27 22:49:35+0900,A - A+...+B Problem,Zaen,0,CE
2017-05-27 22:49:28+0900,A - A+...+B Problem,mochi1123,0,WA
2017-05-27 22:49:27+0900,A - A+...+B Problem,redboltz,0,WA
2017-05-27 22:49:27+0900,A - A+...+B Problem,chick,200,AC
2017-05-27 22:49:23+0900,D - A or...or B Problem,stevenwjy,0,WA
2017-05-27 22:49:22+0900,D - A or...or B Problem,halin,0,WA
2017-05-27 22:49:21+0900,D - A or...or B Problem,yana87,0,TLE
2017-05-27 22:49:21+0900,D - A or...or B Problem,ktyshmt,0,WA
2017-05-27 22:49:21+0900,A - A+...+B Problem,bttb,0,WA
2017-05-27 22:49:20+0900,D - A or...or B Problem,c7c7,0,WA
2017-05-27 22:49:19+0900,D - A or...or B Problem,takamoto,0,WA
2017-05-27 22:49:14+0900,A - A+...+B Problem,takakou21,0,WA
2017-05-27 22:49:13+0900,B - Evilator,yanyo,400,AC
2017-05-27 22:49:12+0900,F - Kenus the Ancient Greek,w4yneb0t,1700,AC
2017-05-27 22:49:12+0900,D - A or...or B Problem,maroonrk,900,AC
2017-05-27 22:49:03+0900,D - A or...or B Problem,y0105w49,0,RE
2017-05-27 22:49:03+0900,D - A or...or B Problem,Ksaw,0,WA
2017-05-27 22:48:59+0900,D - A or...or B Problem,hamayanhamayan,0,WA
2017-05-27 22:48:59+0900,B - Evilator,masakt,0,WA
2017-05-27 22:48:56+0900,A - A+...+B Problem,TOBO,0,WA
2017-05-27 22:48:55+0900,C - Nuske vs Phantom Thnook,popovicirobert,0,RE
2017-05-27 22:48:55+0900,B - Evilator,milky,400,AC
2017-05-27 22:48:54+0900,C - Nuske vs Phantom Thnook,Huziwara,700,AC
2017-05-27 22:48:51+0900,D - A or...or B Problem,halin,0,WA
2017-05-27 22:48:49+0900,B - Evilator,lakai,0,CE
2017-05-27 22:48:44+0900,D - A or...or B Problem,wkb89_,0,WA
2017-05-27 22:48:44+0900,D - A or...or B Problem,cleantted,0,RE
2017-05-27 22:48:43+0900,C - Nuske vs Phantom Thnook,tota66,0,RE
2017-05-27 22:48:41+0900,A - A+...+B Problem,takeyarise,200,AC
2017-05-27 22:48:39+0900,A - A+...+B Problem,agw02010,0,WA
2017-05-27 22:48:25+0900,D - A or...or B Problem,maesora,0,WA
2017-05-27 22:48:24+0900,B - Evilator,reitetsu,0,TLE
2017-05-27 22:48:22+0900,B - Evilator,tiginkgo,400,AC
2017-05-27 22:48:21+0900,D - A or...or B Problem,halin,0,WA
2017-05-27 22:48:21+0900,C - Nuske vs Phantom Thnook,nadare881,0,RE
2017-05-27 22:48:20+0900,B - Evilator,TOBO,0,WA
2017-05-27 22:48:19+0900,D - A or...or B Problem,Wuvin,0,WA
2017-05-27 22:48:18+0900,D - A or...or B Problem,kurenai3110,0,WA
2017-05-27 22:48:12+0900,B - Evilator,oguchi,0,RE
2017-05-27 22:48:10+0900,A - A+...+B Problem,sougo002,0,WA
2017-05-27 22:48:05+0900,D - A or...or B Problem,MMNMM,0,WA
2017-05-27 22:48:05+0900,B - Evilator,Capricorn_fei,400,AC
2017-05-27 22:48:03+0900,A - A+...+B Problem,miyaki,0,WA
2017-05-27 22:48:02+0900,D - A or...or B Problem,llll_,0,WA
2017-05-27 22:48:00+0900,B - Evilator,tiginkgo,0,WA
2017-05-27 22:47:57+0900,A - A+...+B Problem,lotus0509,200,AC
2017-05-27 22:47:56+0900,D - A or...or B Problem,y0105w49,0,RE
2017-05-27 22:47:54+0900,A - A+...+B Problem,cospleermusora,200,AC
2017-05-27 22:47:53+0900,A - A+...+B Problem,shny,0,RE
2017-05-27 22:47:51+0900,C - Nuske vs Phantom Thnook,nadare881,0,RE
2017-05-27 22:47:48+0900,A - A+...+B Problem,TobiasGSmollett,0,WA
2017-05-27 22:47:47+0900,C - Nuske vs Phantom Thnook,komorin95,700,AC
2017-05-27 22:47:46+0900,A - A+...+B Problem,La_teth,0,WA
2017-05-27 22:47:43+0900,D - A or...or B Problem,Series_205,0,CE
2017-05-27 22:47:43+0900,A - A+...+B Problem,redboltz,0,WA
2017-05-27 22:47:41+0900,D - A or...or B Problem,tsukasa_diary,0,WA
2017-05-27 22:47:39+0900,D - A or...or B Problem,p_8ty,0,WA
2017-05-27 22:47:39+0900,D - A or...or B Problem,goodbaton,0,WA
2017-05-27 22:47:30+0900,D - A or...or B Problem,Ksaw,0,WA
2017-05-27 22:47:25+0900,D - A or...or B Problem,tanphatls987,0,WA
2017-05-27 22:47:24+0900,D - A or...or B Problem,MMNMM,0,WA
2017-05-27 22:47:24+0900,A - A+...+B Problem,woodcoding,0,WA
2017-05-27 22:47:21+0900,C - Nuske vs Phantom Thnook,yoshi78,0,TLE
2017-05-27 22:47:19+0900,B - Evilator,star1ight,0,TLE
2017-05-27 22:47:18+0900,D - A or...or B Problem,phidnight,0,WA
2017-05-27 22:47:17+0900,D - A or...or B Problem,Wuvin,0,WA
2017-05-27 22:47:16+0900,D - A or...or B Problem,KingArthur,0,WA
2017-05-27 22:47:04+0900,A - A+...+B Problem,johatsu0316,0,CE
2017-05-27 22:47:02+0900,A - A+...+B Problem,lotus0509,0,WA
2017-05-27 22:46:59+0900,A - A+...+B Problem,fujifuji,200,AC
2017-05-27 22:46:48+0900,A - A+...+B Problem,cospleermusora,0,WA
2017-05-27 22:46:46+0900,C - Nuske vs Phantom Thnook,MichaelS,0,TLE
2017-05-27 22:46:43+0900,C - Nuske vs Phantom Thnook,chuka231,0,TLE
2017-05-27 22:46:43+0900,D - A or...or B Problem,I_love_Hoang_Yen,0,WA
2017-05-27 22:46:24+0900,D - A or...or B Problem,Ksaw,0,CE
2017-05-27 22:46:23+0900,A - A+...+B Problem,TobiasGSmollett,0,WA
2017-05-27 22:46:18+0900,C - Nuske vs Phantom Thnook,madman6,0,TLE
2017-05-27 22:46:11+0900,C - Nuske vs Phantom Thnook,ogiekako,700,AC
2017-05-27 22:46:05+0900,D - A or...or B Problem,xxkiritoxx,900,AC
2017-05-27 22:46:02+0900,D - A or...or B Problem,takamoto,0,WA
2017-05-27 22:46:02+0900,A - A+...+B Problem,tnag,200,AC
2017-05-27 22:45:52+0900,C - Nuske vs Phantom Thnook,uchina,0,TLE
2017-05-27 22:45:52+0900,A - A+...+B Problem,redboltz,0,WA
2017-05-27 22:45:51+0900,D - A or...or B Problem,I_love_Hoang_Yen,0,WA
2017-05-27 22:45:51+0900,D - A or...or B Problem,hamayanhamayan,0,WA
2017-05-27 22:45:50+0900,A - A+...+B Problem,laomi,0,WA
2017-05-27 22:45:48+0900,D - A or...or B Problem,ryoissy,0,WA
2017-05-27 22:45:45+0900,A - A+...+B Problem,woodcoding,0,WA
2017-05-27 22:45:42+0900,B - Evilator,vlwk,400,AC
2017-05-27 22:45:34+0900,D - A or...or B Problem,phidnight,0,WA
2017-05-27 22:45:30+0900,B - Evilator,milky,0,WA
2017-05-27 22:45:25+0900,D - A or...or B Problem,kurenai3110,0,WA
2017-05-27 22:45:23+0900,D - A or...or B Problem,maesora,0,RE
2017-05-27 22:45:18+0900,D - A or...or B Problem,gamelove765,0,WA
2017-05-27 22:45:18+0900,D - A or...or B Problem,MMNMM,0,WA
2017-05-27 22:45:05+0900,B - Evilator,vlwk,0,WA
2017-05-27 22:44:57+0900,B - Evilator,mochi1123,400,AC
2017-05-27 22:44:52+0900,A - A+...+B Problem,swan0504,0,WA
2017-05-27 22:44:51+0900,D - A or...or B Problem,square1001,0,WA
2017-05-27 22:44:50+0900,A - A+...+B Problem,terakun,200,AC
2017-05-27 22:44:46+0900,D - A or...or B Problem,KingArthur,0,WA
2017-05-27 22:44:44+0900,D - A or...or B Problem,treeone,0,WA
2017-05-27 22:44:40+0900,D - A or...or B Problem,I_love_Hoang_Yen,0,WA
2017-05-27 22:44:40+0900,A - A+...+B Problem,tomthon,0,RE
2017-05-27 22:44:24+0900,C - Nuske vs Phantom Thnook,lrmystp,700,AC
2017-05-27 22:44:18+0900,C - Nuske vs Phantom Thnook,komorin95,0,MLE
2017-05-27 22:44:17+0900,C - Nuske vs Phantom Thnook,akarin55,0,WA
2017-05-27 22:44:17+0900,B - Evilator,cospleermusora,400,AC
2017-05-27 22:44:00+0900,C - Nuske vs Phantom Thnook,fshp971,0,TLE
2017-05-27 22:43:49+0900,C - Nuske vs Phantom Thnook,bk2dcradle,700,AC
2017-05-27 22:43:38+0900,B - Evilator,guruguru,400,AC
2017-05-27 22:43:38+0900,D - A or...or B Problem,takamoto,0,WA
2017-05-27 22:43:35+0900,B - Evilator,milky,0,WA
2017-05-27 22:43:29+0900,D - A or...or B Problem,ryoissy,0,WA
2017-05-27 22:43:27+0900,D - A or...or B Problem,chokudai,900,AC
2017-05-27 22:43:27+0900,C - Nuske vs Phantom Thnook,yaketake08,0,WA
2017-05-27 22:43:23+0900,C - Nuske vs Phantom Thnook,thienlongtpct,700,AC
2017-05-27 22:43:20+0900,D - A or...or B Problem,miraxial,0,RE
2017-05-27 22:43:16+0900,C - Nuske vs Phantom Thnook,yamakaku324,0,RE
2017-05-27 22:43:10+0900,B - Evilator,dkrqr,0,WA
2017-05-27 22:43:08+0900,A - A+...+B Problem,apri12,0,RE
2017-05-27 22:43:03+0900,C - Nuske vs Phantom Thnook,icewolf,700,AC
2017-05-27 22:42:52+0900,B - Evilator,tnag,400,AC
2017-05-27 22:42:46+0900,C - Nuske vs Phantom Thnook,takeyarise,0,TLE
2017-05-27 22:42:40+0900,C - Nuske vs Phantom Thnook,Timur_Sitdikov,700,AC
2017-05-27 22:42:40+0900,C - Nuske vs Phantom Thnook,shell_wataru,0,TLE
2017-05-27 22:42:40+0900,D - A or...or B Problem,ryoissy,0,WA
2017-05-27 22:42:36+0900,D - A or...or B Problem,hamayanhamayan,0,WA
2017-05-27 22:42:33+0900,A - A+...+B Problem,vlwk,200,AC
2017-05-27 22:42:31+0900,B - Evilator,HossamDoma,400,AC
2017-05-27 22:42:23+0900,D - A or...or B Problem,ogiekako,900,AC
2017-05-27 22:42:21+0900,A - A+...+B Problem,kurowassann,0,WA
