submit_time,task,user,score,status
2018-07-14 23:30:00+0900,C - String Coloring,arc,0,CE
2018-07-14 23:30:00+0900,F - Manju Game,Komaki,0,WA
2018-07-14 23:29:59+0900,B - rng_10s,keymoon,0,WA
2018-07-14 23:29:59+0900,B - rng_10s,Okay,0,WA
2018-07-14 23:29:59+0900,E - Synchronized Subsequence,dreamoon,0,WA
2018-07-14 23:29:58+0900,B - rng_10s,suzupic,0,RE
2018-07-14 23:29:58+0900,D - Histogram Coloring,amylase,1100,AC
2018-07-14 23:29:58+0900,B - rng_10s,In8531,0,WA
2018-07-14 23:29:57+0900,B - rng_10s,nayuta,0,WA
2018-07-14 23:29:57+0900,B - rng_10s,moriiforfun,0,RE
2018-07-14 23:29:57+0900,B - rng_10s,kaming,0,WA
2018-07-14 23:29:57+0900,B - rng_10s,dbftdiyoeywga,0,WA
2018-07-14 23:29:57+0900,B - rng_10s,Heibor1,0,WA
2018-07-14 23:29:55+0900,D - Histogram Coloring,SebinKim,0,WA
2018-07-14 23:29:55+0900,B - rng_10s,ponyoponyo,0,WA
2018-07-14 23:29:55+0900,D - Histogram Coloring,Golovanov399,0,WA
2018-07-14 23:29:54+0900,B - rng_10s,ball32,0,WA
2018-07-14 23:29:54+0900,F - Manju Game,ilyakor,0,WA
2018-07-14 23:29:54+0900,A - Colorful Slimes 2,MA,0,RE
2018-07-14 23:29:54+0900,E - Synchronized Subsequence,IH19980412,0,RE
2018-07-14 23:29:54+0900,B - rng_10s,vishesh_345,0,WA
2018-07-14 23:29:54+0900,B - rng_10s,eshoru,0,TLE
2018-07-14 23:29:53+0900,D - Histogram Coloring,drafear,0,WA
2018-07-14 23:29:53+0900,A - Colorful Slimes 2,koitan,0,RE
2018-07-14 23:29:52+0900,B - rng_10s,kjnh10,0,WA
2018-07-14 23:29:52+0900,B - rng_10s,TOBO,0,TLE
2018-07-14 23:29:51+0900,B - rng_10s,kakira,0,WA
2018-07-14 23:29:51+0900,B - rng_10s,Gear,0,WA
2018-07-14 23:29:51+0900,B - rng_10s,hiroaki0615,0,WA
2018-07-14 23:29:49+0900,B - rng_10s,banboooo044,0,TLE
2018-07-14 23:29:48+0900,B - rng_10s,pb10004,0,WA
2018-07-14 23:29:48+0900,B - rng_10s,sakuraink,0,WA
2018-07-14 23:29:47+0900,B - rng_10s,ajinori,0,WA
2018-07-14 23:29:47+0900,B - rng_10s,SSK,0,RE
2018-07-14 23:29:47+0900,B - rng_10s,renoyu,0,WA
2018-07-14 23:29:47+0900,C - String Coloring,yuzupom,0,WA
2018-07-14 23:29:46+0900,B - rng_10s,wleung_bvg,0,WA
2018-07-14 23:29:46+0900,B - rng_10s,ta7uw,0,WA
2018-07-14 23:29:46+0900,E - Synchronized Subsequence,izban,0,WA
2018-07-14 23:29:45+0900,B - rng_10s,cinnamoroll,0,WA
2018-07-14 23:29:45+0900,B - rng_10s,birdway,0,WA
2018-07-14 23:29:45+0900,B - rng_10s,polarbear08,0,TLE
2018-07-14 23:29:44+0900,B - rng_10s,abcmart,0,RE
2018-07-14 23:29:43+0900,E - Synchronized Subsequence,shayanp,0,RE
2018-07-14 23:29:43+0900,B - rng_10s,maya708,0,WA
2018-07-14 23:29:42+0900,B - rng_10s,taq225,0,WA
2018-07-14 23:29:42+0900,B - rng_10s,krswrb,0,WA
2018-07-14 23:29:42+0900,B - rng_10s,Yasagure,0,WA
2018-07-14 23:29:41+0900,B - rng_10s,MATSUMAT,0,WA
2018-07-14 23:29:41+0900,B - rng_10s,mi0,0,TLE
