submit_time,task,user,score,status
2017-07-23 23:10:00+0900,C - Coins,philologist,0,WA
2017-07-23 23:10:00+0900,B - Sports Festival,Toocold,0,CE
2017-07-23 23:10:00+0900,B - Sports Festival,EdSheeran,0,WA
2017-07-23 23:09:59+0900,C - Coins,Lucaskywalker,0,WA
2017-07-23 23:09:58+0900,A - Getting Difference,aim_cpo,0,WA
2017-07-23 23:09:57+0900,B - Sports Festival,sssbear,0,WA
2017-07-23 23:09:57+0900,C - Coins,KRiver1,0,RE
2017-07-23 23:09:57+0900,A - Getting Difference,dijkstr4,0,RE
2017-07-23 23:09:56+0900,C - Coins,FF256grhy,800,AC
2017-07-23 23:09:52+0900,A - Getting Difference,onyi,0,TLE
2017-07-23 23:09:50+0900,C - Coins,Marco_L_T,800,AC
2017-07-23 23:09:49+0900,C - Coins,Lucaskywalker,0,WA
2017-07-23 23:09:48+0900,C - Coins,ei13333,0,RE
2017-07-23 23:09:48+0900,A - Getting Difference,AkramKhan,0,WA
2017-07-23 23:09:48+0900,A - Getting Difference,heihuifei,0,WA
2017-07-23 23:09:48+0900,B - Sports Festival,physics0523,0,WA
2017-07-23 23:09:48+0900,C - Coins,jonathanirvings,0,WA
2017-07-23 23:09:48+0900,B - Sports Festival,kantohm11,0,CE
2017-07-23 23:09:47+0900,D - Tree and Hamilton Path,waltz,0,WA
2017-07-23 23:09:47+0900,D - Tree and Hamilton Path,maryanna2016,1100,AC
2017-07-23 23:09:46+0900,A - Getting Difference,takanashi,0,CE
2017-07-23 23:09:45+0900,C - Coins,AndreySergunin,0,TLE
2017-07-23 23:09:44+0900,B - Sports Festival,kuretchi,0,WA
2017-07-23 23:09:43+0900,A - Getting Difference,chb1975,300,AC
2017-07-23 23:09:43+0900,C - Coins,konjo,800,AC
2017-07-23 23:09:43+0900,A - Getting Difference,jieyijie,0,WA
2017-07-23 23:09:42+0900,B - Sports Festival,Miao,0,WA
2017-07-23 23:09:42+0900,F - Two Trees,ZHR2016,0,TLE
2017-07-23 23:09:41+0900,A - Getting Difference,supercomputerjoi,0,WA
2017-07-23 23:09:41+0900,F - Two Trees,ZHR2016,0,TLE
2017-07-23 23:09:41+0900,D - Tree and Hamilton Path,khokho,0,WA
2017-07-23 23:09:41+0900,F - Two Trees,ZHR2016,0,TLE
2017-07-23 23:09:40+0900,C - Coins,zzb111,0,WA
2017-07-23 23:09:40+0900,C - Coins,comfi,800,AC
2017-07-23 23:09:40+0900,F - Two Trees,ZHR2016,0,TLE
2017-07-23 23:09:40+0900,B - Sports Festival,Tatsuno,0,WA
2017-07-23 23:09:39+0900,F - Two Trees,ZHR2016,0,TLE
2017-07-23 23:09:39+0900,F - Two Trees,ZHR2016,0,TLE
2017-07-23 23:09:38+0900,F - Two Trees,ZHR2016,0,TLE
2017-07-23 23:09:38+0900,D - Tree and Hamilton Path,OrenjiSora,0,WA
