submit_time,task,user,score,status
2018-04-28 23:20:00+0900,B - Find Symmetries,ecto0310,0,WA
2018-04-28 23:19:59+0900,D - Go Home,japlj,0,WA
2018-04-28 23:19:58+0900,D - Go Home,nadare881,0,WA
2018-04-28 23:19:58+0900,C - Painting Machines,ikasashi,0,WA
2018-04-28 23:19:57+0900,C - Painting Machines,abc050,0,WA
2018-04-28 23:19:56+0900,B - Find Symmetries,task4233,0,WA
2018-04-28 23:19:55+0900,B - Find Symmetries,komori3,0,RE
2018-04-28 23:19:53+0900,A - Zero-Sum Ranges,Kiterai,0,WA
2018-04-28 23:19:52+0900,C - Painting Machines,leaf1415,0,WA
2018-04-28 23:19:52+0900,C - Painting Machines,potoooooooo,0,WA
2018-04-28 23:19:51+0900,B - Find Symmetries,not_wug,0,CE
2018-04-28 23:19:49+0900,A - Zero-Sum Ranges,pengin,0,WA
2018-04-28 23:19:49+0900,B - Find Symmetries,TOBO,0,WA
2018-04-28 23:19:47+0900,B - Find Symmetries,toame,0,WA
2018-04-28 23:19:44+0900,A - Zero-Sum Ranges,yatsuki,0,WA
2018-04-28 23:19:43+0900,C - Painting Machines,minfaox3,0,WA
2018-04-28 23:19:40+0900,A - Zero-Sum Ranges,narucode,0,RE
2018-04-28 23:19:39+0900,D - Go Home,japlj,0,WA
2018-04-28 23:19:37+0900,F - 01 on Tree,Demerzel_IV,1700,AC
2018-04-28 23:19:37+0900,A - Zero-Sum Ranges,pmh1608170235,200,AC
2018-04-28 23:19:36+0900,F - 01 on Tree,gispzjz,0,RE
2018-04-28 23:19:36+0900,A - Zero-Sum Ranges,GoodNightYuki,0,TLE
2018-04-28 23:19:34+0900,C - Painting Machines,sekiya9311,0,WA
2018-04-28 23:19:33+0900,C - Painting Machines,noimi,0,CE
2018-04-28 23:19:32+0900,C - Painting Machines,kazunetakahashi,0,WA
2018-04-28 23:19:31+0900,C - Painting Machines,aryansm,0,WA
2018-04-28 23:19:31+0900,B - Find Symmetries,fts2001,0,WA
2018-04-28 23:19:30+0900,A - Zero-Sum Ranges,SHU_M,0,WA
2018-04-28 23:19:29+0900,A - Zero-Sum Ranges,SwampertX,0,WA
2018-04-28 23:19:29+0900,F - 01 on Tree,Demerzel_IV,1700,AC
2018-04-28 23:19:29+0900,B - Find Symmetries,aaabbbcccddd,0,WA
2018-04-28 23:19:29+0900,B - Find Symmetries,tuna29,0,TLE
2018-04-28 23:19:28+0900,A - Zero-Sum Ranges,ASHIJANKEN,0,TLE
2018-04-28 23:19:27+0900,D - Go Home,dario2994,0,WA
2018-04-28 23:19:26+0900,B - Find Symmetries,ptx_qwq,0,WA
2018-04-28 23:19:25+0900,A - Zero-Sum Ranges,narucode,0,RE
2018-04-28 23:19:23+0900,A - Zero-Sum Ranges,ruddy95,0,WA
2018-04-28 23:19:22+0900,A - Zero-Sum Ranges,osyoyu,0,TLE
2018-04-28 23:19:17+0900,C - Painting Machines,leaf1415,0,WA
