submit_time,task,user,score,status
2020-06-20 23:30:00+0900,D - Secret Passage,ANMI,0,WA
2020-06-20 23:29:59+0900,B - Extension,AtsushiUeno,0,CE
2020-06-20 23:29:59+0900,E - Permutation Cover,philosophy,0,WA
2020-06-20 23:29:59+0900,"A - Takahashikun, The Strider",StrayLearner,0,WA
2020-06-20 23:29:58+0900,C - Shift,anomuno,0,CE
2020-06-20 23:29:58+0900,D - Secret Passage,TangentDay,0,WA
2020-06-20 23:29:58+0900,C - Shift,sanadayukimura73,0,CE
2020-06-20 23:29:57+0900,B - Extension,glycine,0,WA
2020-06-20 23:29:57+0900,E - Permutation Cover,DmitryGrigorev,0,WA
2020-06-20 23:29:57+0900,D - Secret Passage,LeBron,0,RE
2020-06-20 23:29:57+0900,C - Shift,RTnF,0,WA
2020-06-20 23:29:56+0900,D - Secret Passage,tempura0224,0,WA
2020-06-20 23:29:55+0900,B - Extension,TomorrowNext,0,WA
2020-06-20 23:29:55+0900,C - Shift,Series_205,0,WA
2020-06-20 23:29:55+0900,E - Permutation Cover,EliteWantsYou,0,WA
2020-06-20 23:29:53+0900,C - Shift,hoxosh,0,WA
2020-06-20 23:29:53+0900,C - Shift,nisui258,0,RE
2020-06-20 23:29:51+0900,C - Shift,Hexazine,0,RE
2020-06-20 23:29:51+0900,C - Shift,ue1221,0,RE
2020-06-20 23:29:51+0900,C - Shift,BigBag,0,WA
2020-06-20 23:29:49+0900,"A - Takahashikun, The Strider",expsum,200,AC
2020-06-20 23:29:47+0900,C - Shift,lilva_0419,0,WA
2020-06-20 23:29:46+0900,D - Secret Passage,Austin_Griffin,0,WA
2020-06-20 23:29:46+0900,D - Secret Passage,LayCurse,0,WA
2020-06-20 23:29:46+0900,B - Extension,baito,0,RE
2020-06-20 23:29:45+0900,D - Secret Passage,Hoi_koro,0,WA
2020-06-20 23:29:45+0900,B - Extension,h2d5,0,WA
2020-06-20 23:29:44+0900,B - Extension,yy4,0,WA
2020-06-20 23:29:44+0900,E - Permutation Cover,ksun48,1500,AC
2020-06-20 23:29:44+0900,D - Secret Passage,Eliden,1100,AC
2020-06-20 23:29:43+0900,C - Shift,BTLNM,0,RE
2020-06-20 23:29:43+0900,C - Shift,keymoon,0,WA
2020-06-20 23:29:43+0900,"A - Takahashikun, The Strider",iQ1000,0,WA
2020-06-20 23:29:42+0900,C - Shift,user14767553,0,RE
2020-06-20 23:29:42+0900,C - Shift,tspcx,0,TLE
2020-06-20 23:29:42+0900,C - Shift,Trineutron,0,WA
2020-06-20 23:29:42+0900,"A - Takahashikun, The Strider",ifthought,200,AC
2020-06-20 23:29:41+0900,C - Shift,totori_nyaa,0,WA
2020-06-20 23:29:41+0900,"A - Takahashikun, The Strider",KoustavBeginner,0,WA
2020-06-20 23:29:41+0900,"A - Takahashikun, The Strider",yadom,0,WA
2020-06-20 23:29:41+0900,D - Secret Passage,august14,0,TLE
2020-06-20 23:29:41+0900,B - Extension,wolley,0,WA
2020-06-20 23:29:40+0900,"A - Takahashikun, The Strider",roka0521,200,AC
2020-06-20 23:29:40+0900,B - Extension,teppi,0,WA
2020-06-20 23:29:39+0900,C - Shift,toku,0,WA
2020-06-20 23:29:39+0900,C - Shift,tomarint,0,WA
2020-06-20 23:29:38+0900,E - Permutation Cover,OtoFuse,0,WA
2020-06-20 23:29:38+0900,"A - Takahashikun, The Strider",nul,0,RE
2020-06-20 23:29:38+0900,B - Extension,shinchan,0,WA
2020-06-20 23:29:37+0900,"A - Takahashikun, The Strider",winch,0,RE
2020-06-20 23:29:36+0900,C - Shift,tkmst201,0,RE
2020-06-20 23:29:36+0900,C - Shift,TumoiYorozu,0,WA
2020-06-20 23:29:35+0900,C - Shift,iica,0,TLE
2020-06-20 23:29:34+0900,B - Extension,s0fa,0,WA
2020-06-20 23:29:34+0900,C - Shift,nisui258,0,RE
2020-06-20 23:29:33+0900,C - Shift,morio__,0,WA
2020-06-20 23:29:29+0900,B - Extension,tanimanianima364,0,WA
2020-06-20 23:29:28+0900,D - Secret Passage,nxteru,0,WA
2020-06-20 23:29:28+0900,E - Permutation Cover,ksun48,1500,AC
2020-06-20 23:29:28+0900,C - Shift,renoyu,0,RE
2020-06-20 23:29:27+0900,C - Shift,hamamu,800,AC
2020-06-20 23:29:25+0900,C - Shift,KKT89,0,WA
2020-06-20 23:29:25+0900,C - Shift,hoxosh,0,RE
2020-06-20 23:29:24+0900,"A - Takahashikun, The Strider",crazy_djp,0,WA
2020-06-20 23:29:24+0900,C - Shift,sanadayukimura73,0,CE
2020-06-20 23:29:24+0900,C - Shift,SSRS,0,RE
