submit_time,task,user,score,status
2019-11-04 02:30:00+0900,B - Two Contests,enbos,0,WA
2019-11-04 02:30:00+0900,E - Prefix Suffix Addition,dreamoon,0,WA
2019-11-04 02:29:59+0900,A - ><,maiodoru_hime,0,WA
2019-11-04 02:29:58+0900,B - Two Contests,bin101,0,WA
2019-11-04 02:29:58+0900,E - Prefix Suffix Addition,yosupo,0,WA
2019-11-04 02:29:58+0900,B - Two Contests,SorahISA,0,WA
2019-11-04 02:29:58+0900,B - Two Contests,burst_000,0,WA
2019-11-04 02:29:58+0900,B - Two Contests,appp,0,WA
2019-11-04 02:29:57+0900,C - Neither AB nor BA,startcpp,0,WA
2019-11-04 02:29:57+0900,A - ><,AsahiT,0,WA
2019-11-04 02:29:57+0900,D - Balance Beam,khsoo01,0,RE
2019-11-04 02:29:56+0900,A - ><,yukke428,0,RE
2019-11-04 02:29:56+0900,B - Two Contests,chiara_kyokkou,0,WA
2019-11-04 02:29:56+0900,B - Two Contests,potate,0,WA
2019-11-04 02:29:56+0900,A - ><,AZ785,0,WA
2019-11-04 02:29:55+0900,D - Balance Beam,MMNMM,0,WA
2019-11-04 02:29:55+0900,B - Two Contests,300iq,0,WA
2019-11-04 02:29:54+0900,B - Two Contests,DeD_TihoN,0,CE
2019-11-04 02:29:53+0900,C - Neither AB nor BA,kkota,0,WA
2019-11-04 02:29:53+0900,A - ><,mesh1126,0,RE
2019-11-04 02:29:53+0900,B - Two Contests,FDdwmk,0,WA
2019-11-04 02:29:53+0900,B - Two Contests,cygnus,0,WA
2019-11-04 02:29:53+0900,A - ><,H_N,0,TLE
2019-11-04 02:29:53+0900,B - Two Contests,yururi,0,WA
2019-11-04 02:29:52+0900,B - Two Contests,ysuzuki19,0,WA
2019-11-04 02:29:52+0900,B - Two Contests,TakoKurage,0,WA
2019-11-04 02:29:51+0900,A - ><,tabegon,0,WA
2019-11-04 02:29:51+0900,B - Two Contests,rat,0,WA
2019-11-04 02:29:51+0900,A - ><,unpush,0,WA
2019-11-04 02:29:51+0900,E - Prefix Suffix Addition,nxteru,0,WA
2019-11-04 02:29:50+0900,D - Balance Beam,ilyakor,0,WA
2019-11-04 02:29:50+0900,B - Two Contests,takashi_rits,0,WA
2019-11-04 02:29:50+0900,B - Two Contests,hrkbsk,0,WA
2019-11-04 02:29:49+0900,B - Two Contests,peroxyacyl,0,WA
2019-11-04 02:29:49+0900,A - ><,T_tani,0,WA
2019-11-04 02:29:48+0900,D - Balance Beam,rstoick,0,WA
2019-11-04 02:29:47+0900,A - ><,hane_momiji,0,WA
2019-11-04 02:29:47+0900,B - Two Contests,saekitakahiro,0,CE
2019-11-04 02:29:47+0900,B - Two Contests,N_hara,0,WA
2019-11-04 02:29:47+0900,D - Balance Beam,Rawnd,0,WA
2019-11-04 02:29:47+0900,B - Two Contests,Tatsuyaaaa,0,WA
2019-11-04 02:29:46+0900,A - ><,hayama,0,WA
2019-11-04 02:29:46+0900,C - Neither AB nor BA,tempura0224,800,AC
